icd_code;diagnose_name;description
Z12.6;Spezielle Verfahren zur Untersuchung auf Neubildung der Harnblase;Spezielle Verfahren zur Untersuchung auf Neubildungen
Z12.8;Spezielle Verfahren zur Untersuchung auf Neubildungen sonstiger Lokalisationen;Spezielle Verfahren zur Untersuchung auf Neubildungen
Z12.9;Spezielle Verfahren zur Untersuchung auf Neubildung, nicht näher bezeichnet;Spezielle Verfahren zur Untersuchung auf Neubildungen
Z13.-;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.0;Spezielle Verfahren zur Untersuchung auf Krankheiten des Blutes und der blutbildenden Organe und bestimmte Störungen mit Beteiligung des Immunsystems;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.1;Spezielle Verfahren zur Untersuchung auf Diabetes mellitus;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.2;Spezielle Verfahren zur Untersuchung auf Ernährungsstörungen;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.4;Spezielle Verfahren zur Untersuchung auf bestimmte Entwicklungsstörungen in der Kindheit;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.5;Spezielle Verfahren zur Untersuchung auf Augen- oder Ohrenkrankheiten;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.6;Spezielle Verfahren zur Untersuchung auf kardiovaskuläre Krankheiten;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.7;Spezielle Verfahren zur Untersuchung auf angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.8;Spezielle Verfahren zur Untersuchung auf sonstige näher bezeichnete Krankheiten oder Störungen;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z13.9;Spezielle Verfahren zur Untersuchung, nicht näher bezeichnet;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
Z20.-;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.0;Kontakt mit und Exposition gegenüber infektiösen Darmkrankheiten;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.1;Kontakt mit und Exposition gegenüber Tuberkulose;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.2;Kontakt mit und Exposition gegenüber Infektionen, die vorwiegend durch Geschlechtsverkehr übertragen werden;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.3;Kontakt mit und Exposition gegenüber Tollwut;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.4;Kontakt mit und Exposition gegenüber Röteln;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.5;Kontakt mit und Exposition gegenüber Virushepatitis;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.6;Kontakt mit und Exposition gegenüber HIV [Humanes Immundefizienz-Virus];Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.7;Kontakt mit und Exposition gegenüber Pedikulose [Läusebefall], Akarinose [Milbenbefall] oder anderem Parasitenbefall;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.8;Kontakt mit und Exposition gegenüber sonstigen übertragbaren Krankheiten;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z20.9;Kontakt mit und Exposition gegenüber nicht näher bezeichneter übertragbarer Krankheit;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
Z21;Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion];Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion]
Z22.-;Keimträger von Infektionskrankheiten;Keimträger von Infektionskrankheiten
Z22.0;Keimträger von Typhus abdominalis;Keimträger von Infektionskrankheiten
Z22.1;Keimträger anderer infektiöser Darmkrankheiten;Keimträger von Infektionskrankheiten
Z22.2;Keimträger der Diphtherie;Keimträger von Infektionskrankheiten
Z22.3;Keimträger anderer näher bezeichneter bakterieller Krankheiten;Keimträger von Infektionskrankheiten
Z22.4;Keimträger von Infektionskrankheiten, die vorwiegend durch Geschlechtsverkehr übertragen werden;Keimträger von Infektionskrankheiten
Z22.6;Keimträger von humaner T-Zell-lymphotroper Viruskrankheit, Typ I [HTLV-1];Keimträger von Infektionskrankheiten
Z22.7;Latente Tuberkulose;Keimträger von Infektionskrankheiten
Z22.8;Keimträger sonstiger Infektionskrankheiten;Keimträger von Infektionskrankheiten
Z22.9;Keimträger von Infektionskrankheit, nicht näher bezeichnet;Keimträger von Infektionskrankheiten
Z23.-;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.0;Notwendigkeit der Impfung gegen Cholera, nicht kombiniert;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.1;Notwendigkeit der Impfung gegen Typhus-Paratyphus [TAB], nicht kombiniert;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.2;Notwendigkeit der Impfung gegen Tuberkulose [BCG];Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.3;Notwendigkeit der Impfung gegen Pest;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.4;Notwendigkeit der Impfung gegen Tularämie;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.5;Notwendigkeit der Impfung gegen Tetanus, nicht kombiniert;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.6;Notwendigkeit der Impfung gegen Diphtherie, nicht kombiniert;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.7;Notwendigkeit der Impfung gegen Keuchhusten [Pertussis], nicht kombiniert;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z23.8;Notwendigkeit der Impfung gegen sonstige einzelne bakterielle Krankheiten;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten
Z24.-;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
Z24.0;Notwendigkeit der Impfung gegen Poliomyelitis;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
Z24.1;Notwendigkeit der Impfung gegen Virusenzephalitis, durch Arthropoden übertragen;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
Z24.2;Notwendigkeit der Impfung gegen Tollwut;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
Z24.3;Notwendigkeit der Impfung gegen Gelbfieber;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
Z24.4;Notwendigkeit der Impfung gegen Masern, nicht kombiniert;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
Z24.5;Notwendigkeit der Impfung gegen Röteln, nicht kombiniert;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
Z24.6;Notwendigkeit der Impfung gegen Virushepatitis;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
Z25.-;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Viruskrankheiten;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Viruskrankheiten
Z25.0;Notwendigkeit der Impfung gegen Mumps, nicht kombiniert;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Viruskrankheiten
Z25.1;Notwendigkeit der Impfung gegen Grippe [Influenza];Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Viruskrankheiten
Z25.8;Notwendigkeit der Impfung gegen sonstige näher bezeichnete einzelne Viruskrankheiten;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Viruskrankheiten
Z26.-;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Infektionskrankheiten;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Infektionskrankheiten
Z26.0;Notwendigkeit der Impfung gegen Leishmaniose;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Infektionskrankheiten
Z26.8;Notwendigkeit der Impfung gegen sonstige näher bezeichnete einzelne Infektionskrankheiten;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Infektionskrankheiten
Z26.9;Notwendigkeit der Impfung gegen nicht näher bezeichnete Infektionskrankheit;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Infektionskrankheiten
Z27.-;Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten;Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
Z27.0;Notwendigkeit der Impfung gegen Cholera mit Typhus-Paratyphus [Cholera+TAB];Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
Z27.1;Notwendigkeit der Impfung gegen Diphtherie-Pertussis-Tetanus [DPT];Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
Z27.2;Notwendigkeit der Impfung gegen Diphtherie-Pertussis-Tetanus mit Typhus-Paratyphus [DPT+TAB];Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
Z27.3;Notwendigkeit der Impfung gegen Diphtherie-Pertussis-Tetanus mit Poliomyelitis [DPT+Polio];Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
Z27.4;Notwendigkeit der Impfung gegen Masern-Mumps-Röteln [MMR];Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
Z27.8;Notwendigkeit der Impfung gegen sonstige Kombinationen von Infektionskrankheiten;Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
Z27.9;Notwendigkeit der Impfung gegen nicht näher bezeichnete Kombinationen von Infektionskrankheiten;Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
Z28;Nicht durchgeführte Impfung [Immunisierung];Nicht durchgeführte Impfung [Immunisierung]
Z29.-;Notwendigkeit von anderen prophylaktischen Maßnahmen;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.0;Isolierung als prophylaktische Maßnahme;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.1;Immunprophylaxe;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.2-;Sonstige prophylaktische Chemotherapie;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.20;Lokale prophylaktische Chemotherapie;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.21;Systemische prophylaktische Chemotherapie;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.22;HIV-Präexpositionsprophylaxe;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.28;Sonstige prophylaktische Chemotherapie;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.8;Sonstige näher bezeichnete prophylaktische Maßnahmen;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z29.9;Prophylaktische Maßnahme, nicht näher bezeichnet;Notwendigkeit von anderen prophylaktischen Maßnahmen
Z30.-;Kontrazeptive Maßnahmen;Kontrazeptive Maßnahmen
Z30.0;Allgemeine Beratung zu Fragen der Kontrazeption;Kontrazeptive Maßnahmen
Z30.1;Einsetzen eines Pessars (intrauterin) zur Kontrazeption;Kontrazeptive Maßnahmen
Z30.2;Sterilisierung;Kontrazeptive Maßnahmen
Z30.3;Auslösung der Menstruation;Kontrazeptive Maßnahmen
Z30.4;Überwachung bei medikamentöser Kontrazeption;Kontrazeptive Maßnahmen
Z30.5;Überwachung von Patientinnen mit Pessar (intrauterin) zur Kontrazeption;Kontrazeptive Maßnahmen
Z30.8;Sonstige kontrazeptive Maßnahmen;Kontrazeptive Maßnahmen
Z30.9;Kontrazeptive Maßnahme, nicht näher bezeichnet;Kontrazeptive Maßnahmen
Z31.-;Fertilisationsfördernde Maßnahmen;Fertilisationsfördernde Maßnahmen
Z31.0;Tuben- oder Vasoplastik nach früherer Sterilisierung;Fertilisationsfördernde Maßnahmen
Z31.1;Künstliche Insemination;Fertilisationsfördernde Maßnahmen
Z31.2;In-vitro-Fertilisation;Fertilisationsfördernde Maßnahmen
Z31.3;Andere Methoden, die die Fertilisation unterstützen;Fertilisationsfördernde Maßnahmen
Z31.4;Untersuchung und Test im Zusammenhang mit Fertilisation;Fertilisationsfördernde Maßnahmen
Z31.5;Genetische Beratung;Fertilisationsfördernde Maßnahmen
Z31.6;Allgemeine Beratung im Zusammenhang mit Fertilisation;Fertilisationsfördernde Maßnahmen
Z31.8;Sonstige fertilisationsfördernde Maßnahmen;Fertilisationsfördernde Maßnahmen
Z31.9;Fertilisationsfördernde Maßnahme, nicht näher bezeichnet;Fertilisationsfördernde Maßnahmen
Z32;Untersuchung und Test zur Feststellung einer Schwangerschaft;Untersuchung und Test zur Feststellung einer Schwangerschaft
Z33!;Schwangerschaftsfeststellung als Nebenbefund;Schwangerschaftsfeststellung als Nebenbefund
Z34;Überwachung einer normalen Schwangerschaft;Überwachung einer normalen Schwangerschaft
Z35.-;Überwachung einer Risikoschwangerschaft;Überwachung einer Risikoschwangerschaft
Z35.0;Überwachung einer Schwangerschaft bei Infertilitätsanamnese;Überwachung einer Risikoschwangerschaft
Z35.1;Überwachung einer Schwangerschaft bei Abortanamnese;Überwachung einer Risikoschwangerschaft
Z35.2;Überwachung einer Schwangerschaft bei sonstiger ungünstiger geburtshilflicher oder Reproduktionsanamnese;Überwachung einer Risikoschwangerschaft
Z35.3;Überwachung einer Schwangerschaft mit ungenügender pränataler Betreuung in der Anamnese;Überwachung einer Risikoschwangerschaft
Z35.4;Überwachung einer Schwangerschaft bei ausgeprägter Multiparität;Überwachung einer Risikoschwangerschaft
Z35.5;Überwachung einer älteren Erstschwangeren;Überwachung einer Risikoschwangerschaft
Z35.6;Überwachung einer sehr jungen Erstschwangeren;Überwachung einer Risikoschwangerschaft
Z35.8;Überwachung sonstiger Risikoschwangerschaften;Überwachung einer Risikoschwangerschaft
Z35.9;Überwachung einer Risikoschwangerschaft, nicht näher bezeichnet;Überwachung einer Risikoschwangerschaft
Z36.-;Pränatales Screening;Pränatales Screening
Z36.0;Pränatales Screening auf Chromosomenanomalien;Pränatales Screening
Z36.1;Pränatales Screening auf erhöhten Alpha-Fetoproteinspiegel;Pränatales Screening
Z36.2;Anderes pränatales Screening mittels Amniozentese;Pränatales Screening
Z36.3;Pränatales Screening auf Fehlbildungen mittels Ultraschall oder anderer physikalischer Verfahren;Pränatales Screening
Z36.4;Pränatales Screening auf fetale Wachstumsretardierung mittels Ultraschall oder anderer physikalischer Verfahren;Pränatales Screening
Z36.5;Pränatales Screening auf Isoimmunisierung;Pränatales Screening
Z36.8;Sonstiges pränatales Screening;Pränatales Screening
Z36.9;Pränatales Screening, nicht näher bezeichnet;Pränatales Screening
Z37.-!;Resultat der Entbindung;Resultat der Entbindung
Z37.0!;Lebendgeborener Einling;Resultat der Entbindung
Z37.1!;Totgeborener Einling;Resultat der Entbindung
Z37.2!;Zwillinge, beide lebendgeboren;Resultat der Entbindung
Z37.3!;Zwillinge, ein Zwilling lebend-, der andere totgeboren;Resultat der Entbindung
Z37.4!;Zwillinge, beide totgeboren;Resultat der Entbindung
Z37.5!;Andere Mehrlinge, alle lebendgeboren;Resultat der Entbindung
Z37.6!;Andere Mehrlinge, einige lebendgeboren;Resultat der Entbindung
Z37.7!;Andere Mehrlinge, alle totgeboren;Resultat der Entbindung
Z37.9!;Resultat der Entbindung, nicht näher bezeichnet;Resultat der Entbindung
Z38.-;Lebendgeborene nach dem Geburtsort;Lebendgeborene nach dem Geburtsort
Z38.0;Einling, Geburt im Krankenhaus;Lebendgeborene nach dem Geburtsort
Z38.1;Einling, Geburt außerhalb des Krankenhauses;Lebendgeborene nach dem Geburtsort
Z38.2;Einling, Geburtsort nicht näher bezeichnet;Lebendgeborene nach dem Geburtsort
Z38.3;Zwilling, Geburt im Krankenhaus;Lebendgeborene nach dem Geburtsort
Z38.4;Zwilling, Geburt außerhalb des Krankenhauses;Lebendgeborene nach dem Geburtsort
